Signal,Mean (µV),RMS (µV),MRS (µV),Zero Crossings,Frequency (Hz),Delta (µV² /Hz),Theta (µV² /Hz),Alpha (µV² /Hz),Beta (µV² /Hz),Gamma (µV² /Hz),Label
e37.10,21.2933,468.9289,396.3734,5,2.5,8.897895249,0.6311650405,0.1401456073,0.1982073211,0.1341518665,0
e37.11,-118.9068,359.5323,309.455,6,3,7.071837062,0.4772172353,0.1132441767,0.2196169505,0.1670696707,0
e37.12,270.9221,342.222,284.2048,1,0.5,6.499281245,0.4065427879,0.141552542,0.2191582836,0.1288091686,0
e37.13,-178.8551,333.0742,295.7082,8,4,5.441686066,0.4516488999,0.158210493,0.1930777536,0.1321486202,0
e37.14,-12.0226,348.8514,275.1041,7,3.5,6.28099364,0.8084310919,0.2189087812,0.2651044756,0.2093319214,0
e37.15,-170.6275,323.3394,235.2478,12,6,6.337118314,0.5925308715,0.1185955343,0.1766720348,0.1292473478,0
e37.16,384.7973,433.1936,384.7973,0,0,12.37151318,0.5244683675,0.129406554,0.251614151,0.1654255823,0
e37.17,74.7199,268.6156,220.9134,13,6.5,4.327945684,0.7440583115,0.202364778,0.1921467728,0.1207713847,0
e37.18,-199.5792,459.7408,417.4041,2,1,7.400510422,0.6321927725,0.1112008257,0.2654199214,0.1657828453,0
e37.19,-18.262,338.1445,261.0684,16,8,6.137369154,0.6951469959,0.1392571272,0.1767440921,0.1226261194,0
e37.20,311.1504,381.1343,311.157,1,0.5,9.769071449,0.5542003936,0.1051472392,0.172187267,0.1147311811,0
e62.1,211.0457,245.4231,212.2719,10,5,6.005573179,0.4080741849,0.2565372242,0.1973725991,0.05697708734,1
e62.2,330.8277,360.7016,330.8277,0,0,8.956824259,0.939501275,0.6004002022,0.4300376919,0.1138086158,1
e62.3,232.7519,292.7029,232.7973,8,4,8.097976156,0.4571203012,0.2395672186,0.1941958472,0.05740059352,1
e62.4,2330.0714,3033.4321,2335.3548,2,1,6934.99953,136.5650005,39.86851784,9.456257168,2.585509761,1
e62.5,1500.8052,2223.8767,1508.9642,15,7.5,3194.916997,102.9570478,36.88419219,9.005314653,2.385501806,1
e62.6,335.3541,383.7458,338.117,9,4.5,11.2585305,0.9670792036,0.3662418739,0.2305003948,0.06581047876,1
e62.7,436.0817,451.1793,436.0817,0,0,9.076078166,0.6400049815,0.5253061606,0.4105942853,0.1113597082,1
e62.8,437.7524,457.6925,437.7524,0,0,10.29622325,0.5322281607,0.3324847933,0.2356118474,0.06201056003,1
e62.9,492.2429,507.5987,492.2429,0,0,10.82277419,0.6760453023,0.5715785672,0.4148531785,0.1079358876,1
e62.10,457.7241,476.7251,457.7241,0,0,9.251937118,0.743514656,0.4825934938,0.4162053267,0.1101597433,1
e62.11,392.0088,402.6199,392.0088,0,0,7.664407126,0.3953018029,0.250157794,0.2138168321,0.06266600524,1
e62.12,345.4469,372.8843,345.4469,0,0,6.761852664,0.7062531066,0.5328597479,0.4290962467,0.1144035564,1
e62.13,348.9243,370.0891,348.9243,0,0,7.123117316,0.543190094,0.348689756,0.3484274867,0.1399265152,1
e62.14,254.2751,288.0238,254.2751,0,0,6.517265482,0.4826231671,0.3160622829,0.2347475274,0.08884357835,1
e62.15,158.5525,218.3721,161.2911,14,7,4.760449011,0.7176315487,0.4962142086,0.4324668885,0.1128250064,1
e62.16,122.2241,177.0054,133.7702,10,5,4.523704207,0.5024244369,0.3266446442,0.2310776327,0.06626039375,1
e62.17,202.1748,241.037,204.1658,6,3,7.477120456,0.6273719539,0.5739268659,0.4164514629,0.1153580719,1
e62.18,108.4322,168.5704,137.5507,3,1.5,3.99986616,0.3722033514,0.2630715764,0.2129305536,0.06072442748,1
e62.19,82.6163,157.8021,95.8341,32,16,3.833561133,0.5654681549,0.5504787785,0.4166816326,0.1374879304,1
e62.20,20.8308,126.326,67.8625,52,26,2.339560157,0.8181151454,0.5797086609,0.4274358704,0.120002712,1
e47.0.1,-555.351,635.7598,569.364,6,3,21.8646178,0.309563457,0.1273624675,0.05790298113,0.02281986482,0
e47.0.2,-185.2346,244.1443,202.0867,9,4.5,9.313831865,0.2161663862,0.09300896302,0.05069868849,0.01755475746,0
e47.0.3,357.8416,422.4851,375.0563,5,2.5,9.040500603,0.2515849752,0.1204936963,0.07366359009,0.02307855233,0
e47.0.4,668.9808,723.2716,668.9808,0,0,18.9907069,0.3023733759,0.1134177631,0.05474906598,0.01599657496,0
e47.0.5,961.706,992.8577,961.706,0,0,40.48495833,0.1908599178,0.1033781972,0.07426585856,0.02414596204,0
e47.0.6,1065.1716,1071.3059,1065.1716,0,0,45.36596689,0.1575771389,0.09086615672,0.06385495338,0.01932692233,0
e47.0.7,673.0486,708.1529,673.0486,0,0,18.56624797,0.2683469546,0.08423366004,0.04728286573,0.0174741299,0
e47.0.8,306.4391,345.9833,306.4391,0,0,9.009972462,0.2197325025,0.1023076132,0.07128865048,0.02284200906,0
e47.0.9,-157.4276,349.5699,288.837,7,3.5,33.80482751,1.246841546,0.2649047079,0.06037991799,0.01867998206,0
e47.0.10,188.3926,833.3992,711.0455,3,1.5,58.28640534,1.795093956,0.4887670742,0.1333126671,0.03499775468,0
e47.0.11,386.2315,885.265,841.0686,1,0.5,107.4002597,1.686204731,0.3864763642,0.09925224022,0.02784048759,0
e47.0.12,383.929,465.2251,393.7513,4,2,17.29589666,0.6854680512,0.2621169328,0.09089451965,0.02264745737,0
e47.0.13,369.4344,517.0231,406.1571,5,2.5,15.91178482,0.6363593868,0.205569153,0.09348200868,0.0301298803,0
e47.0.14,-253.059,278.4557,253.061,2,1,7.409123472,0.2976162089,0.1029903458,0.05312478535,0.01786564852,0
e47.0.15,-167.0049,214.8207,178.7455,4,2,5.672156868,0.3363815968,0.1790372373,0.08221642225,0.02508204452,0
e47.0.16,-390.8417,467.8888,392.6972,2,1,12.34753102,0.196149856,0.1133743715,0.07792657307,0.02515735315,0
e47.0.17,-4.651,495.0389,434.8873,1,0.5,13.43485786,0.5134430195,0.1873659873,0.07629894145,0.02175249323,0
e47.0.18,344.9795,591.1721,520.724,3,1.5,17.7392556,1.144071308,0.20572245,0.1198947289,0.03547046695,0
e47.0.19,136.8915,287.0362,242.1228,7,3.5,10.35105952,0.4773711016,0.1771441957,0.09493342677,0.02881280782,0
e47.0.20,-61.9583,256.9219,226.4692,7,3.5,3.91431234,0.2174879539,0.08159555952,0.04398334858,0.01734720181,0
e73.1,236.0361,260.3474,236.0361,0,0,13.60693703,0.6118381265,0.3627591347,0.3021901248,0.032642405,0
e73.2,122.3875,320.0077,275.2519,6,3,48.91290351,1.087402638,1.109923001,0.6857383595,0.0555962509,0
e73.3,292.3512,322.6502,292.3512,0,0,5.213386745,0.7735092833,0.6909158132,0.6071212414,0.05262440765,0
e73.4,187.6855,211.0515,189.4187,2,1,7.87213404,0.2011235225,0.3008686946,0.2923751447,0.03348184232,0
e73.5,199.3888,243.4091,202.9444,4,2,4.92376348,0.6598306485,0.577974615,0.566568288,0.05135642836,0
e73.6,189.3479,219.7266,191.663,4,2,3.020588546,0.4159150085,0.420800732,0.5068876453,0.07743711108,0
e73.7,111.698,166.3546,123.8801,18,9,5.388468512,0.4829564942,0.2758442435,0.2633650534,0.04083144802,0
e73.8,146.7324,209.8681,153.5659,22,11,3.865199513,0.6332362794,0.6351676265,0.5579903618,0.05805910063,0
e73.9,44.5421,553.2888,451.3743,13,6.5,90.58723713,11.75476758,1.108265315,0.5917012198,0.1248850901,0
e73.10,-99.7857,342.4301,287.988,5,2.5,46.56841308,1.272750807,1.353232344,0.6221390949,0.06097742049,0
e73.11,-90.7978,227.4427,198.0916,10,5,17.50267559,1.199382663,0.5812139864,0.5909589771,0.05765474583,0
e73.12,-87.9171,189.4753,164.8144,9,4.5,16.86270456,0.8560738748,0.564957351,0.3347769672,0.03566972062,0
e73.13,20.77,171.3025,134.9555,30,15,4.692633278,1.919244971,0.8696387609,0.5988172909,0.1182449722,0
e73.14,56.6412,113.169,75.8424,44,22,1.453985294,0.3977036396,0.3432952304,0.304767908,0.03247500228,0
e73.15,-12.7438,142.1628,97.9827,41,20.5,3.576130063,0.5044710734,0.594450943,0.5491366189,0.0517366402,0
e73.16,115.583,159.0441,121.0146,16,8,7.672246391,0.4270596274,0.3244402287,0.4114259533,0.113084364,0
e73.17,63.2096,121.2225,73.4989,47,23.5,3.578776707,0.4409954391,0.4163294583,0.3830210862,0.09232668812,0
e73.18,50.0912,125.6521,69.6221,60,30,2.517502897,0.5099613122,0.5656187621,0.5263324414,0.05028790132,0
e73.19,-17.97,96.3707,58.1916,65,32.5,0.6690290113,0.3133887394,0.2744328306,0.2827432482,0.03143041799,0
e73.20,3.4012,119.158,65.6097,64,32,1.232364355,0.5576962443,0.5709830378,0.5640946615,0.05750486872,0
e47.1.1,618.5051,728.8591,637.3583,2,1,25.5446124,0.4382902259,0.1373725472,0.08888093209,0.03234277143,1
e47.1.2,669.8428,754.7452,684.8061,2,1,32.82182472,0.6547317351,0.1022630976,0.104866947,0.03688228348,1
e47.1.3,1243.1037,1256.5431,1243.1037,0,0,71.23609454,0.3474964469,0.07620282978,0.09197524389,0.03318807713,1
e47.1.4,848.4429,923.0017,862.4258,2,1,34.26325057,0.5857290623,0.1040234186,0.09602499111,0.04088056335,1
e47.1.5,620.8449,741.6183,685.3942,2,1,30.38251089,0.629992344,0.1249548478,0.1045779378,0.03590888797,1
e47.1.6,130.5899,603.6774,502.7825,6,3,17.92789342,1.283005686,0.1683936923,0.1308018055,0.04796862005,1
e47.1.7,138.7058,413.7039,317.6194,6,3,11.9809125,0.7085145988,0.1254932866,0.1138166196,0.05583440695,1
e47.1.8,-131.15,500.9312,315.4482,11,5.5,10.84864921,0.6683709145,0.1600998954,0.1177217826,0.04627010513,1
e47.1.9,-296.9913,709.6528,449.7152,12,6,21.58827564,0.9034212861,0.1021462219,0.08939941119,0.04025044992,1
e47.1.10,-291.1504,639.7267,357.5405,13,6.5,21.83314111,2.186212376,0.1576906382,0.1043977011,0.04625549002,1
e47.1.11,-271.1436,748.816,519.6343,8,4,23.74038735,1.066336917,0.2262338822,0.1267047712,0.05816544178,1
e47.1.12,74.1329,730.2032,537.2211,17,8.5,21.66799523,1.873020914,0.4884997417,0.1714718923,0.06903667646,1
e47.1.13,575.0134,1197.1199,884.3976,3,1.5,44.16689663,2.899050126,1.090935249,0.3715385013,0.1200475533,1
e47.1.14,78.9764,910.4258,703.8727,7,3.5,27.78219127,3.073338644,0.7021038029,0.2367791606,0.08198770614,1
e47.1.15,-617.6012,1067.7757,793.0526,3,1.5,36.03874326,1.248339416,0.3855220358,0.1645514735,0.05296211257,1
e47.1.16,-492.0329,791.2923,693.0992,3,1.5,34.9187469,2.114090846,0.2449506609,0.1394949951,0.06295977607,1
e47.1.17,-255.8915,455.6108,378.9046,4,2,15.34795078,1.263933137,0.188982208,0.1120965276,0.05193849785,1
e47.1.18,224.3162,619.7682,541.53,8,4,24.57759732,0.9531137866,0.2499216579,0.1397942213,0.06143230989,1
e47.1.19,-164.9455,986.0252,798.4002,4,2,31.00238975,1.90582682,0.2623374857,0.121908244,0.05399547261,1
e47.1.20,-385.8295,1501.8618,1148.9497,3,1.5,63.29404158,3.625287832,0.130177468,0.1139225719,0.04957938678,1
