Signal,Mean (µV),RMS (µV),MRS (µV),Zero Crossings,Frequency (Hz),Delta (µV² /Hz),Theta (µV² /Hz),Alpha (µV² /Hz),Beta (µV² /Hz),Gamma (µV² /Hz),Skewness,Variance,Kurtosis,Hjorth Mobility,Hjorth Complexity,Spectral Entropy,Hurst Component,Label
e77.7,347.9617,482.6037,372.9531,6,3,28.04283483,5.386117887,3.195034235,3.363871685,1.233692346,0.05686792991,5297.815989,1.018164784,0.01705437459,127.5970686,0.5782727628,nan,0
e77.8,138.6588,343.6208,219.9907,7,3.5,25.57121569,4.968689172,3.454104852,3.533527877,1.26975449,0.3080358597,4764.414349,1.004187749,0.01706002505,138.3530239,0.6036513577,0.7322729255,0
e77.9,14.4707,316.0775,201.3916,30,15,24.88168401,5.913870957,3.243439549,3.355249211,1.260156944,0.2286579745,4492.917579,0.8887073602,0.02101862036,98.98208201,0.615663486,0.7383277562,0
e77.10,-168.8466,356.4382,254.5577,18,9,22.89901113,5.632149156,3.287262955,3.389915314,1.231132906,0.03786631639,4517.611144,0.7309291489,0.0218664797,116.6552619,0.632809705,0.7061593629,0
e77.11,-194.7942,372.3093,281.9425,14,7,20.01609773,6.025735428,3.434063511,3.277060014,1.212912071,0.1678688594,4447.948097,0.9666254142,0.02223488477,110.7139574,0.6683858622,0.6950106582,0
e77.12,164.6051,372.4162,238.2433,33,16.5,18.41629928,6.73980991,3.512542716,3.102862919,1.044148098,-0.09449730928,4640.944651,4.024662442,0.02421907555,94.77811794,0.6906054981,0.7139912788,0
e77.13,96.8447,304.5779,166.5184,21,10.5,12.60937161,6.249543429,3.64877271,3.214606999,1.105454798,0.1958947279,4325.316676,1.050275182,0.02322028978,104.623041,0.7579201445,0.7074421912,0
e77.14,78.8555,321.0451,192.6555,32,16,15.4392826,6.387708546,3.49566033,3.093963528,1.115430172,0.3099332494,4483.374094,1.118137496,0.02695625467,88.01394285,0.720243473,0.7168324085,0
e77.15,96.8284,326.3064,203.9784,13,6.5,13.24646044,6.167407849,3.933261623,3.447374018,1.216600636,0.2661544067,4450.692815,1.039066767,0.03056332348,69.97394848,0.7585462091,0.705163618,0
e77.16,30.8659,306.2209,181.53,12,6,10.77675896,6.204458679,3.840993469,3.208926656,1.138177976,0.1564698187,4185.638483,1.0343129,0.03346979187,68.50291378,0.7815585138,nan,0
e77.17,-6.8051,303.7643,173.3316,30,15,10.72772587,6.067744114,3.728789325,3.411767982,1.223106604,-0.07108290525,4531.331426,1.419182176,0.03242160691,68.93488884,0.7831016837,0.6737494703,0
e77.18,68.0227,315.7154,180.9621,28,14,12.30342304,6.178917791,3.721921548,3.268964192,1.122175941,0.1125581069,4464.771483,1.265386902,0.03342944027,72.32446476,0.7633628161,0.6881873295,0
e77.19,146.5825,337.7466,219.0058,14,7,18.44717619,5.748860561,3.443317836,3.203025837,1.191594402,0.05486656859,4556.035035,0.869006344,0.03392451095,73.46946457,0.6810280526,0.7131082249,0
e77.20,74.1531,301.1718,176.4675,20,10,10.94753285,5.744957634,4.037644998,3.373185074,1.091089936,0.2796384125,4370.10787,1.059092833,0.03459735531,59.88931376,0.7840686993,0.6995712877,0
e77.1,102.6084,267.7303,200.4636,18,9,7.84449623,3.211263799,1.791349906,1.7206534,0.6563113414,0.5619907694,2703.491756,1.519450141,0.03245886096,63.59950348,0.7257909985,0.7490834275,1
e77.2,7.2052,346.5847,222.0218,16,8,9.938956046,6.94034535,3.879087785,2.887970174,0.9925321563,0.4091578272,4335.597726,0.5376084304,0.03299527017,67.76019071,0.7862607123,0.7620490102,1
e77.3,-87.6138,370.7044,240.9887,17,8.5,13.3872958,6.857013218,3.636612103,3.122140997,0.9743644504,0.3465175024,4669.177617,0.416990887,0.02830047827,83.80680268,0.7501102683,nan,1
e77.4,-140.8128,359.54,259.2477,20,10,15.92784357,6.608532329,3.087495435,2.695530817,1.015779518,0.1368520189,4612.261037,0.6239649591,0.02941299352,83.07726709,0.6981737312,0.7208174769,1
e77.5,-71.8062,331.6806,204.7991,30,15,11.62909727,6.286375653,3.944644079,3.409684516,1.252335023,0.2543771982,4555.535203,0.9914025371,0.02966162262,80.12504199,0.7765863448,0.7036010472,1
e77.6,-216.9381,389.3919,292.5249,20,10,38.23906319,5.970374155,3.191395666,2.866885907,1.077866631,0.1248891481,4636.459097,0.8117464743,0.02548534925,98.37338793,0.4992258997,nan,1
e77.7,-60.31,389.7257,300.3619,14,7,18.75812916,6.240541028,3.255431107,2.871327011,1.023350704,0.7097257626,5017.841511,1.301097018,0.02650006613,85.68794778,0.6711664429,nan,1
e77.8,-80.0083,409.4164,283.6498,28,14,24.59795508,5.700821618,3.261834145,2.783369617,0.9221550176,0.1638653225,4858.547756,0.2750844287,0.02504264282,102.0948926,0.601693167,nan,1
e77.9,-367.99,527.2578,435.8393,11,5.5,36.2709942,6.207547615,3.373603202,2.913239039,1.05474854,0.279317188,6100.036857,0.7167865102,0.02632228283,98.7845084,0.5212485135,nan,1
e77.10,53.0713,420.2142,314.696,23,11.5,73.60990598,5.554856091,2.818697486,2.676641499,0.9130466462,0.1679100962,7844.18252,0.8997019041,0.0290824043,79.58636065,0.3279765028,nan,1
e77.11,-124.7882,306.7593,211.5254,21,10.5,10.008949,5.96202583,3.057570546,2.870191767,1.034321291,0.324574976,3884.334282,0.8502558356,0.03136200469,62.55241235,0.7709699899,nan,1
e77.12,-160.8908,340.7856,259.4235,12,6,13.00764182,5.455852588,2.882042238,2.73116817,1.028660743,0.3584031727,4193.788753,0.8100401947,0.0306766798,70.01671327,0.7221286471,0.7253346293,1
e77.13,-57.4671,327.7916,226.9496,14,7,10.89740777,5.39804902,3.112689509,2.836508894,0.9974115626,0.548939047,4235.033755,0.792596719,0.03324203485,63.13614914,0.7581309162,0.7421351554,1
e77.14,-65.3058,342.227,221.1062,28,14,12.17896627,5.356834154,3.001579724,2.965047184,1.004019503,0.3109780699,4446.954773,0.5416565367,0.03016716733,77.21281512,0.741001026,0.7468658134,1
e77.15,-34.9147,289.4671,184.4448,23,11.5,9.487172694,3.442260542,1.486032771,1.601861389,0.7272410501,0.2468733614,3071.189477,0.9712346362,0.03611077846,69.41411861,0.6751179662,nan,1
e77.16,-50.4086,324.4944,221.1564,15,7.5,11.27173429,5.61386684,2.575279254,2.475998309,1.060153699,0.3299338553,4212.42195,1.044863873,0.03470437926,68.69720144,0.7324701947,0.7371194716,1
e77.17,-17.9339,281.7939,184.046,23,11.5,10.18966031,6.170027326,3.129926157,2.88220704,1.060261186,0.3803887799,4281.675698,1.249901976,0.03498308883,68.22100336,0.7705464012,0.7391044362,1
e77.18,30.8947,345.7053,239.7222,15,7.5,11.3525046,5.760016973,3.058859833,2.911134861,1.01525457,0.4138026946,4283.32315,0.5064642864,0.03087632161,74.74929216,0.7543099786,0.7541235158,1
e77.19,28.6157,359.6134,261.0863,20,10,10.54576697,5.793886425,3.244751225,3.038698968,1.05731267,0.692805881,4437.546138,1.191122321,0.03287722798,65.57340874,0.770778419,0.7232155001,1
e77.20,0.5709,309.0143,194.952,22,11,10.54582019,5.583250892,3.213918871,2.889446478,1.014203897,0.4561575186,4249.02693,1.115069559,0.03354388357,65.67162466,0.7666560844,nan,1
e52.1,222.1238,277.7263,230.2615,8,4,6.870031679,0.3316225286,0.2115373375,0.3188829607,0.1632301086,0.2278209467,617.3685582,-0.1598692223,0.009031009745,194.7909958,0.2987261801,nan,0
e52.2,-155.4843,423.2016,295.362,9,4.5,10.71609024,0.4059246077,0.3310641166,0.4843446737,0.2238745935,-0.5122041726,1083.88226,0.1657741581,0.00839631893,198.9436397,0.2804906446,nan,0
e52.3,233.432,334.2957,282.7632,9,4.5,5.875132167,0.7210253146,0.2749185184,0.3243989921,0.1649997819,0.1491184591,761.1101704,-0.1530860792,0.00943907701,189.9249561,0.4149702673,nan,0
e52.4,442.035,472.544,442.981,4,2,9.4117884,0.3637846012,0.3701735532,0.4837250165,0.2212491854,0.4701131575,835.4630866,0.2414681249,0.009909305716,160.6258286,0.3051650433,nan,0
e52.5,202.0401,235.4989,204.9423,4,2,2.981616344,0.3560289849,0.1951394382,0.3096490187,0.1590459793,0.03693158105,573.127094,-0.03017298074,0.01214868136,153.4778417,0.4845258633,nan,0
e52.6,206.241,234.1549,209.8788,4,2,2.81888359,0.2368590464,0.24110974,0.3307799801,0.1643089928,-0.06939445516,517.6984248,0.3709651467,0.01198665396,170.4318274,0.4856605539,nan,0
e52.7,45.7699,308.2427,234.0394,16,8,3.470285456,0.7803341629,0.4621705259,0.4727344674,0.2196151346,-0.6912449715,935.5586499,1.06776274,0.009029188329,195.3196619,0.6134312825,nan,0
e52.8,-113.3939,476.0873,394.4132,3,1.5,10.4431328,0.6235536765,0.2325544335,0.3259522753,0.1671488922,-0.09634470592,1372.46857,-0.1717775373,0.01019094058,162.5057497,0.273180164,0.7923294987,0
e52.9,232.11,261.4475,235.0129,6,3,3.830854452,0.2980065237,0.3550402478,0.4784353697,0.2203597304,0.08815687655,697.5782553,0.2223651466,0.01151853934,163.8633824,0.4916104389,nan,0
e52.10,145.7763,193.2243,158.3821,6,3,2.517909015,0.3424686379,0.2206318887,0.3192164244,0.1620038124,-0.03096562179,542.5073486,0.02848929039,0.01056739929,172.9177094,0.5336322495,nan,0
e52.11,144.2975,239.3871,197.1036,10,5,2.631831963,0.2677026123,0.3514758273,0.4815584484,0.2226876062,0.2113571614,781.4677087,-0.2750073328,0.01114975703,159.1512944,0.5746191569,nan,0
e52.12,34.2871,123.0863,82.2928,21,10.5,1.22775667,0.3912829281,0.219028699,0.3161443723,0.1642151383,0.2049196609,534.975844,0.3292069641,0.01536579093,97.92129684,0.7030529353,nan,0
e52.13,27.5291,111.4656,69.465,21,10.5,1.504971596,0.2119549815,0.2352798759,0.3214672132,0.1624362294,-0.08792480089,480.027923,0.1915678442,0.01612511507,111.5868618,0.6231891126,nan,0
e52.14,64.5638,166.5571,134.843,10,5,1.552086618,0.3751697793,0.3244532568,0.4786700145,0.2261035478,0.06969023156,689.7440856,-0.2444924375,0.01285844151,137.9440842,0.7067914876,nan,0
e52.15,22.4347,109.1481,71.7475,16,8,1.385962975,0.3717720079,0.2078037484,0.3135005929,0.1610470176,0.22160926,517.4098943,-0.1189613526,0.01439374975,111.8612142,0.671885272,nan,0
e52.16,71.7057,146.4002,101.1174,14,7,1.75674138,0.276019628,0.3789461863,0.4963793439,0.2298032043,0.3621406307,687.6876408,0.7561772741,0.01357547226,124.138668,0.6745009573,nan,0
e52.17,137.3846,192.6154,147.3319,15,7.5,2.509322336,0.3274221812,0.2110959538,0.3067287768,0.1624399569,0.1573656479,594.2939513,0.05491623613,0.0146085687,143.538881,0.5240859172,0.773926017,0
e52.18,48.8235,184.9326,149.5383,16,8,36.74214535,0.4819193346,0.3558160319,0.381880981,0.175633828,0.09553096484,1349.863903,0.3052896451,0.01175057238,197.8898912,0.1123718522,0.7813661228,0
e52.19,228.4491,265.6051,236.8668,7,3.5,22.91121307,0.5986893534,0.4294960558,0.4418983749,0.1953261275,0.09604150039,895.5068691,-0.1469483203,0.01542649941,146.7756043,0.1857075639,0.7707320095,0
e52.20,203.8544,253.4104,212.4069,7,3.5,14.76868597,0.7528585102,0.3666181635,0.3492623334,0.1752331392,0.1824794378,1070.318681,0.3353495132,0.01731639563,126.8640197,0.2505133696,nan,0
e54.1,3.2308,107.5607,58.102,20,10,0.6633177214,0.8459945979,0.6046760233,0.3070176308,0.08717743327,0.4748099566,525.7240707,3.04739118,0.0273997491,54.34947723,0.8191626836,nan,1
e54.2,8.4312,115.0634,64.2004,21,10.5,0.6623355906,0.9984460441,0.8463252122,0.41847482,0.0884146848,0.2500489167,618.8187605,0.8006801257,0.02840915478,50.76928002,0.8262241875,nan,1
e54.3,-3.9014,103.7733,59.1725,13,6.5,0.6439216005,0.8057587119,0.603208189,0.2782549437,0.05847570562,0.2359975863,456.9678382,2.007086033,0.02427459441,61.00089533,0.8188016865,nan,1
e54.4,12.1088,116.2431,68.7446,15,7.5,0.6488307521,1.134865385,0.885303378,0.4051600616,0.08898401909,-0.06059214637,634.5653007,0.8724686094,0.02682466043,53.12499766,0.8153985673,0.696336143,1
e54.5,-3.8308,101.8424,57.6379,17,8.5,0.6210771268,0.7623465262,0.5379011393,0.2746923524,0.06141227593,0.1531963094,447.1817413,1.019069997,0.02377276862,64.02670225,0.8199988631,nan,1
e54.6,33.7253,121.0319,63.1646,7,3.5,0.7100173807,1.224332284,0.7611974883,0.4085906164,0.08971952808,0.2892231439,640.8162365,0.6793139987,0.02289564434,70.1061264,0.8118920569,nan,1
e54.7,-6.2124,97.4213,54.1348,13,6.5,0.654125607,0.7136327229,0.5687334531,0.2713333072,0.06333503276,0.2199125834,440.07003,0.6515980659,0.02012101099,85.10478748,0.8219225892,nan,1
e54.8,12.7793,121.3902,71.0078,10,5,0.7195419134,1.219129489,0.8492153689,0.4021588727,0.09298199308,0.2025372015,650.9599779,0.3852461475,0.0209815959,67.4777039,0.812407272,nan,1
e54.9,-49.0348,130.4747,97.6957,15,7.5,1.208881207,1.018144049,0.7429060421,0.3775446824,0.09122971848,0.2249030849,614.894854,0.1522408731,0.01362209055,154.5433867,0.8086464114,nan,1
e54.10,3.6334,112.596,72.0673,5,2.5,0.8635578268,0.7848003616,0.5559559237,0.2770825035,0.06511076137,0.213880286,474.2941455,0.7025176425,0.01933888689,90.42103699,0.8096426288,nan,1
e54.11,72.6735,138.3522,80.5854,10,5,0.9058128419,1.040178688,0.9181685756,0.4169656486,0.09059241308,0.3352572085,636.7133813,0.732665045,0.01846748358,98.6217067,0.8255145356,nan,1
e54.12,61.6616,117.3232,68.4657,6,3,0.8709393846,0.8066073046,0.61648107,0.2868203025,0.061725822,0.0620391729,465.2655042,0.7228845486,0.01712945808,99.30352399,0.8130784173,nan,1
e54.13,32.6822,126.0936,66.7304,14,7,0.7506944064,1.221040685,0.8510663343,0.4265919922,0.08775820342,0.4193538743,661.7366242,0.6795574067,0.01968811939,79.06049224,0.8169884365,nan,1
e54.14,61.2466,116.9406,68.8343,6,3,0.7829258252,0.7507721825,0.5515869696,0.2861411572,0.05901722735,-0.0174512,456.0547345,1.139255809,0.01540318762,106.2412939,0.8178184093,0.7340755216,1
e54.15,23.0984,125.4827,75.0547,5,2.5,0.7424838718,1.298453337,0.864174941,0.4295272463,0.08411296769,0.2968278353,675.3541544,0.2059887563,0.02090058356,75.91430984,0.8124428538,nan,1
e54.16,20.7136,105.0356,55.6003,7,3.5,0.654200471,0.7780022229,0.6237885743,0.2983484726,0.06016311066,0.1830088439,463.3064429,2.011938575,0.02376079083,72.65216669,0.8243664039,nan,1
e54.17,-14.6674,121.6837,74.5971,13,6.5,0.7010299749,1.227437353,0.8930317969,0.4554120714,0.082219565,0.1415852143,676.3600685,0.2727048054,0.02337311264,71.49453304,0.8189101772,0.7478797283,1
e54.18,-1.6943,119.7114,65.8256,22,11,0.8973924441,1.048463735,0.7869289027,0.4266322942,0.09223434305,0.222596283,643.7583566,0.5165587232,0.02180904587,81.3168649,0.8264302466,nan,1
e54.19,-17.7039,108.2328,67.5517,16,8,0.8336520777,0.8288227074,0.5943986969,0.2930948778,0.05968606132,0.1865306072,482.6448693,1.495489324,0.02199858315,80.22267783,0.814787989,nan,1
e54.20,-16.5333,117.9736,73.5493,12,6,0.7797091901,1.07665464,0.97121576,0.4296817429,0.08231053914,0.1910067024,650.6704099,0.4809672125,0.01972533727,86.71053853,0.8248748811,nan,1
e57.1,565.4648,727.6039,580.8201,20,10,27.70737179,1.931666897,2.294594752,2.666803377,0.9720397293,-0.5418674109,4114.05195,0.5490142514,0.01706115537,169.5732171,0.4497516003,0.7735902524,0
e57.2,-559.3496,710.9648,610.9675,6,3,86.48092645,2.070306962,1.874306144,2.698031298,1.247516414,0.1296578544,4182.603844,0.2912763749,0.01483545713,234.50087,0.2132836732,0.7599503438,0
e57.3,-215.6945,631.5979,548.6738,11,5.5,46.63102316,2.178224328,4.122385355,4.548904048,1.66495206,0.2164995445,7120.184329,-0.1342582572,0.01489018648,168.9415028,0.4299344968,0.7792281595,0
e57.4,556.3286,706.2426,579.3479,14,7,81.57978631,1.303652826,1.883227327,2.684081878,1.075594113,0.0681801663,4471.796974,0.0400476369,0.01613652853,170.3240534,0.2021371654,nan,0
e57.5,1238.5235,1363.5427,1238.5235,0,0,92.6157095,1.57698958,1.508494391,2.347473703,0.8882354772,-0.2674907021,4086.260747,0.001338556856,0.01340269514,254.5271431,0.1741773273,0.8004088166,0
e57.6,919.7242,978.6628,919.7242,0,0,49.44205466,1.410086508,1.683087954,2.63349081,0.9653038344,-0.09872254053,3152.54702,0.4984256526,0.01594910755,179.8881819,0.2814885114,0.7517038545,0
e57.7,-397.8462,649.4801,560.1557,6,3,19.77381978,1.648460626,1.744622264,2.963729337,1.167204421,0.5360463478,3750.770403,0.2840007984,0.01633018916,122.4203459,0.5094425607,nan,0
e57.8,-283.1854,436.7718,349.6297,7,3.5,14.92204131,2.148552961,1.707336794,2.972395514,1.256916398,-0.3784506486,3542.25734,1.129588013,0.01783997862,155.410268,0.596251676,0.7563535724,0
e57.9,-649.7531,1043.1874,893.4878,6,3,61.42226774,2.316499474,1.396313615,3.360228155,1.531654261,0.2278864063,5575.546758,-0.4689005054,0.01296966701,190.6072981,0.2805639577,0.7908177055,0
e57.10,-87.6698,317.2323,236.7982,19,9.5,43.9582412,1.349499985,1.958766067,3.032881054,1.139553702,0.08332548746,6373.823458,-0.185452777,0.01881253877,160.6682303,0.3238217243,0.7712831038,0
e57.11,-304.7802,439.7852,364.4797,10,5,20.64663365,1.933652193,2.089791547,3.108837227,1.232233176,-0.1562703038,3658.938729,0.2034777783,0.0169738805,145.7612143,0.5290060475,0.7751997404,0
e57.12,-683.8284,852.4718,714.7438,10,5,81.47766508,1.545643812,2.838826672,3.766830687,1.479475452,0.1027621606,5901.416792,0.007074349637,0.01285185799,200.0934674,0.2540427768,0.7836082952,0
e57.13,227.5032,476.1156,405.0009,7,3.5,19.74631283,1.49825558,2.372244859,2.944891049,1.119788448,-0.234023981,3607.376481,0.0338169253,0.01367569583,197.8539396,0.5267344313,0.7899589032,0
e57.14,160.7424,586.6088,529.0932,7,3.5,32.3582932,4.189387133,3.899575145,3.267484869,1.127544253,-0.1347857425,7318.613115,0.6172903139,0.0137007585,179.9257935,0.5344412618,0.767032761,0
e57.15,687.5911,821.9304,741.0491,1,0.5,140.7386649,4.542971054,3.164352126,3.00012062,1.045267662,-0.0631465635,7969.747419,0.1366042011,0.01392924669,194.0018379,0.209015726,nan,0
e57.16,-897.7607,1070.9951,970.2781,5,2.5,59.76245126,2.142759777,2.49126314,2.997513593,1.127886468,0.1123295273,6205.428205,0.2247411924,0.01506800652,215.9708502,0.301374606,nan,0
e57.17,-205.9819,431.1559,347.5016,16,8,45.34644292,2.175361717,1.809624478,2.413634488,0.9026855939,0.06497374709,4565.074545,0.2238567133,0.0180555186,147.8342296,0.3214891925,0.7825514102,0
e57.18,-344.9513,661.9013,549.3511,7,3.5,19.18862321,1.239747664,3.473171267,3.553757807,1.402227635,0.1619704623,5178.218969,-0.2135586556,0.01934787136,150.5737278,0.5711918801,0.7781340975,0
e57.19,808.0227,883.4309,808.0227,0,0,63.12116763,1.51590751,1.666855764,2.815038214,1.183101512,0.1596538354,3374.133642,0.6072679892,0.01860907883,223.9794789,0.2466941262,nan,0
e57.20,821.5405,873.7762,826.8543,4,2,74.12846429,0.9621536223,1.582192815,2.878180144,1.238911075,0.197350962,3386.439405,0.05947565846,0.01888507183,147.9010128,0.2035154418,nan,0
e34.1,-408.2517,2758.1198,2198.8153,6,3,45.30805384,5.630811904,1.827413539,1.150735321,0.3203880679,0.6879102411,8145.799845,1.106383801,0.01092267459,132.8493689,0.3612514892,nan,1
e34.2,454.2946,1385.734,987.9117,12,6,23.75839064,6.129396465,2.167044799,1.588080366,0.5214983509,-0.07847373423,5393.682992,0.7841649993,0.01102550597,137.1425662,0.5457919973,0.7672973584,1
e34.3,-286.0885,2788.9003,2175.2609,6,3,45.19953886,5.325023075,1.85391531,1.171716979,0.3331201839,0.6650436652,8242.715969,1.107074031,0.01073649354,135.2285356,0.3574635359,nan,1
e34.4,259.9038,1471.4989,1062.1786,10,5,25.80268245,6.382925641,2.174998692,1.597235186,0.54448047,-0.08376246958,5955.015783,0.7583330578,0.01110085276,142.1802477,0.5313057984,0.7626353136,1
e34.5,-298.4362,2522.5393,1923.1028,15,7.5,36.55938295,4.776946684,1.72828417,1.156164079,0.3190261629,0.59895023,6920.816638,1.135847366,0.010792752,122.4815725,0.3867040704,0.7765804148,1
e34.6,61.4491,1618.2763,1144.2971,11,5.5,26.55166617,7.495165802,2.655317119,1.573218243,0.5208384359,-0.08253939562,6259.645748,0.6645696798,0.009929817247,138.1598591,0.5534124067,nan,1
e34.7,-194.8089,2690.6469,2018.9033,5,2.5,40.67565148,4.472347683,1.829191077,1.095627216,0.3102664666,0.6359665911,7515.106714,1.085314132,0.01137909658,127.385594,0.3576355955,0.7840721134,1
e34.8,-7.5193,1789.4226,1301.4999,5,2.5,30.31350366,6.690973057,2.406443176,1.790021951,0.5554463921,-0.09451355139,6668.325436,0.3765498082,0.01033315363,158.1061245,0.5128412246,0.7635305872,1
e34.9,168.9043,1618.6881,1182.8325,10,5,23.8525947,4.82482628,1.558315425,1.1100374,0.3230827914,0.05948354106,5113.656861,0.87403857,0.01206721121,134.3179677,0.4758158208,nan,1
e34.10,-192.6357,2524.2346,1915.0528,5,2.5,36.55019207,5.358401082,2.594199663,1.587803219,0.4752056374,0.6628181727,7407.197419,0.9502893353,0.01178520507,124.5941873,0.4442346306,0.7735759609,1
e34.11,71.9621,1363.7654,1044.6759,9,4.5,24.53191728,5.689945748,1.546440678,0.9949911389,0.3196409302,-0.1984772754,5177.144494,0.4346268333,0.01045116571,168.2804503,0.4803373089,0.7577191815,1
e34.12,-79.9317,2655.4297,1945.4082,9,4.5,40.19846643,5.565307949,2.42487148,1.656725776,0.5320754342,0.637271129,7863.274112,0.957914083,0.01018623889,140.0590116,0.4236271543,nan,1
e34.13,135.8773,1445.7098,1191.3176,7,3.5,26.05613091,5.277061069,1.49572399,1.006970811,0.3080293667,-0.2266950077,5235.524402,0.3224489835,0.009843996502,164.5316241,0.4571944271,0.7560058324,1
e34.14,38.8554,2674.2744,1911.22,9,4.5,40.84920021,5.419044691,2.181172081,1.581037733,0.5393348814,0.6400349765,7910.625243,0.9574560768,0.009482403677,150.614597,0.4074051022,0.7741412008,1
e34.15,-8.9891,1383.5578,1140.0666,5,2.5,26.91416993,5.160933887,1.599289629,1.021386595,0.3164757935,-0.1809961927,5295.171523,0.2463146711,0.009841178342,153.0784184,0.4526424747,nan,1
e34.16,114.409,2463.8228,1762.245,9,4.5,35.24713598,5.268582506,1.848029749,1.586594994,0.4973767022,0.6008077833,6870.452382,0.9185602402,0.01006498272,151.8049232,0.4274101883,nan,1
e34.17,-281.7195,1790.2566,1331.0822,5,2.5,32.76350523,6.804554217,1.406959239,1.120257926,0.2922640517,0.06607573677,6073.517617,0.5007362098,0.01078173198,138.5676848,0.4360403472,nan,1
e34.18,246.9434,2792.5354,1944.0133,7,3.5,43.21818447,5.354819775,1.871154642,1.514538779,0.5434186641,0.525259559,8123.55081,0.830301483,0.01000779211,151.0909706,0.3815831481,nan,1
e34.19,-110.6877,1803.7334,1330.4576,3,1.5,31.47084831,5.534152217,1.402531647,0.8928658742,0.3894893282,0.001275421119,5957.829885,0.3714393395,0.01072786139,151.4587541,0.4114347371,nan,1
e34.20,258.5579,2726.4401,1882.5118,9,4.5,40.73144868,5.312617631,2.055795599,1.447562159,0.5380928354,0.5629236915,7567.50547,0.9072375932,0.01025143456,146.8516736,0.3974015315,nan,1
e74.1,16.389,387.2398,341.9217,6,3,42.26843375,5.221046159,1.393267111,0.494948358,0.2227358862,-0.3560444836,6988.679224,4.884661281,0.01222485825,146.740809,0.3228530553,nan,0
e74.2,-636.4165,1084.3232,996.4302,4,2,69.04796075,5.755883285,1.798205196,0.5738895739,0.1829067091,-0.03172497869,8383.145066,3.838387492,0.007986643625,257.2990276,0.260080597,0.8100370294,0
e74.3,620.943,841.9197,653.5108,6,3,61.06925966,6.269933665,2.330321047,1.001978654,0.2842638961,-0.01658367212,7971.357182,3.913072087,0.01122352487,104.8891996,0.320537286,0.7767299269,0
e74.4,-283.0191,691.6286,614.5243,4,2,47.64244477,7.141652781,3.015096873,1.391203374,0.4443093676,-0.2265391631,8605.686334,4.387180235,0.01066485785,141.4962406,0.4175959849,0.7865015763,0
e74.5,267.7607,444.4166,311.9995,8,4,49.93726902,8.940244206,4.644428864,2.392375411,0.5800508016,-0.8979778931,9379.31984,4.346243381,0.01203275211,182.7606389,0.4910714529,nan,0
e74.6,411.2975,596.1813,465.1254,6,3,52.57884343,9.919903229,5.911265829,3.174343101,0.8181796937,-0.8775805641,10276.24929,4.514731026,0.01083755448,235.6367685,0.5258487778,0.7783231896,0
e74.7,205.6348,565.0505,415.6766,8,4,45.97758304,9.479556073,5.783977395,3.522210591,1.409746819,-1.405503828,10849.23899,6.502684994,0.01248232656,138.8370603,0.5595164184,nan,0
e74.8,132.0261,558.0043,317.2893,14,7,47.08204458,11.813783,7.672856508,4.957677595,2.1037114,-0.6418372646,12686.3242,5.202286278,0.01225684698,148.9085135,0.6193724404,0.7821240589,0
e74.9,204.6227,552.9581,384.1215,4,2,46.076682,10.32433634,6.693836046,4.289769861,1.953831069,-0.8296597012,11860.38237,6.750988049,0.0145827798,119.3852685,0.5921382046,nan,0
e74.10,99.4105,456.7352,332.6888,6,3,41.60857513,6.22746464,3.198433555,1.746937252,1.090673695,-0.8659359193,9069.634989,6.744822671,0.01877910581,104.5453239,0.4521882208,0.7725716933,0
e74.11,3.1449,385.691,322.1801,4,2,40.1989122,5.333181939,1.872623775,0.6128628656,0.2135283008,-0.5911548024,7219.174767,2.963999618,0.02008309342,95.88848077,0.3584648208,nan,0
e74.12,-99.8691,402.1843,344.7784,6,3,39.11382195,5.612292093,2.087685395,0.9377109419,0.4614535782,-0.3226370412,7502.512023,2.792790449,0.02004442558,113.3402484,0.3930611263,nan,0
e74.13,-358.8439,916.5794,504.5045,6,3,108.7082512,60.31858645,18.77365626,20.69317193,5.872306491,-0.6875637912,35180.57439,5.913885982,0.0178964312,122.5170902,0.7083813421,nan,0
e74.14,43.4197,1865.3642,1404.0433,20,10,520.4367944,248.4200388,112.5061481,42.77799718,4.807547665,-0.7383001788,165766.5944,3.48390355,0.01934447842,100.0582345,0.6677613445,nan,0
e74.15,350.3041,591.0414,427.1489,16,8,165.8157513,10.63336822,5.73266047,1.930566854,1.774042917,-0.1201979675,11221.40149,1.646980496,0.01738178354,114.4359978,0.2611555437,0.7286034512,0
e74.16,-325.9916,595.9462,470.8653,4,2,57.65503255,33.66941922,15.44770955,1.915260971,0.6619917045,-0.02215207279,11548.78831,-0.04648143728,0.01271030016,166.5727004,0.6508491219,0.743935284,0
e74.17,-117.7248,447.0767,362.4782,5,2.5,60.68913148,4.049456397,1.982304085,0.7204043472,0.3511750337,-0.6868158143,8775.807627,1.438782448,0.009773471443,176.5763827,0.2603295951,nan,0
e74.18,-301.2402,692.7643,527.3111,13,6.5,54.71556883,6.010300246,1.469049235,0.4192391482,0.2968330817,-0.4396054855,7960.218272,-0.5042880203,0.007348021085,206.7339964,0.2900767026,0.8072897297,0
e74.19,-1012.8786,2113.5493,1646.2066,10,5,1232.235728,259.8353782,110.0569059,25.82090765,6.275161784,-0.2659666198,131762.1653,-0.03949369114,0.009468502897,164.774074,0.4675476352,0.7982124987,0
